origin,date,h,model,y,pred,abs_err
2026-08-26,2026-08-27,1,naive,10.0,9.0,1.0
2026-08-26,2026-08-28,2,naive,6.0,9.0,3.0
2026-08-26,2026-08-29,3,naive,10.0,9.0,1.0
2026-08-26,2026-08-30,4,naive,19.0,9.0,10.0
2026-08-26,2026-08-31,5,naive,19.0,9.0,10.0
2026-08-26,2026-09-01,6,naive,19.0,9.0,10.0
2026-08-26,2026-09-02,7,naive,23.0,9.0,14.0
2026-08-26,2026-08-27,1,mean7,10.0,16.714285714285715,6.714285714285715
2026-08-26,2026-08-28,2,mean7,6.0,16.714285714285715,10.714285714285715
2026-08-26,2026-08-29,3,mean7,10.0,16.714285714285715,6.714285714285715
2026-08-26,2026-08-30,4,mean7,19.0,16.714285714285715,2.2857142857142847
2026-08-26,2026-08-31,5,mean7,19.0,16.714285714285715,2.2857142857142847
2026-08-26,2026-09-01,6,mean7,19.0,16.714285714285715,2.2857142857142847
2026-08-26,2026-09-02,7,mean7,23.0,16.714285714285715,6.285714285714285
2026-08-26,2026-08-27,1,seasonal_naive,10.0,6.0,4.0
2026-08-26,2026-08-28,2,seasonal_naive,6.0,3.0,3.0
2026-08-26,2026-08-29,3,seasonal_naive,10.0,26.0,16.0
